place_id,name,address,phone,website,types,rating,user_ratings_total,price_level,open_now,merchant_lat,merchant_lng,nearest_charger_id,nearest_charger_name,charger_lat,charger_lng,distance_to_charger_m,walk_time_min,corporate_likely,corporate_reason,needs_review,source,discovered_via_chargers
ChIJo3XYi-QsW4YRI_CiIKEL2Bs,I Spa Nails,"1335 E Whitestone Blvd #S - 150, Cedar Park, TX 78613, USA",+1 512-260-7625,https://ispanailscedarpark.com/,"nail_salon,beauty_salon,hair_care,point_of_interest,establishment",4.6,596,,yes,30.529660099999997,-97.81544550000001,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,46.3,0.55,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJke_4iPy0RIYRVz6Ttf70Y78,OTOKO,"1603 S Congress Ave, Austin, TX 78704, USA",+1 512-994-0428,https://otokoaustin.com/,"japanese_restaurant,fine_dining_restaurant,seafood_restaurant,sushi_restaurant,restaurant,point_of_interest,food,establishment",4.6,418,PRICE_LEVEL_VERY_EXPENSIVE,no,30.247543699999998,-97.7502607,ChIJ2_MNyg-1RIYRkTEKVh9-5x0,Tesla Supercharger,30.2471801,-97.7500043,47.3,0.56,False,,False,google_places,ChIJ2_MNyg-1RIYRkTEKVh9-5x0
ChIJIVpJDijNRIYRu9hw0p_XJEU,Styled by Angelica at Image Studios,"Image Studio's, 1335 E Whitestone Blvd building U, Cedar Park, TX 78613, USA",+1 512-350-9695,http://www.styled-by-angelica.com/,"hair_salon,hair_care,point_of_interest,establishment",5,14,,yes,30.5304548,-97.8152678,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,47.2,0.56,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJh5leRM0yW4YRbc82G9b1WeI,Salon 87,"1335 E Whitestone Blvd Building U Suite 114, Cedar Park, TX 78613, USA",+1 512-751-0568,http://www.salon87atx.com/,"hair_salon,hair_care,point_of_interest,establishment",5,5,,yes,30.5304548,-97.8152678,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,47.2,0.56,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJX6NxMwYtW4YR5Fp92JKHQ6s,Lashes By Casey,"1335 E Whitestone Blvd Room 126, Cedar Park, TX 78613, USA",+1 512-945-1020,,"beauty_salon,point_of_interest,establishment",5,3,,yes,30.5304548,-97.8152678,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,47.2,0.56,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJQy-sLPstW4YRlQV4iNvoEyY,Tara Sage Scott,"1335 E Whitestone Blvd BDLG U Suite 105, Cedar Park, TX 78613, USA",+1 512-410-9279,,"hair_salon,hair_care,point_of_interest,establishment",5,2,,no,30.5304548,-97.8152678,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,47.2,0.56,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJ7See-2D1XIYROA5jTtBpJB8,Ulta Beauty,"255 E Basse Rd Ste 1010, San Antonio, TX 78209, USA",+1 210-824-5031,https://www.ulta.com/stores/san-antonio-tx-361,"hair_salon,hair_care,beauty_salon,store,point_of_interest,establishment",4,964,,yes,29.496781400000003,-98.4818639,ChIJ-bLnr1_1XIYRc85roJiXl8U,Tesla Supercharger,29.497154,-98.482113,47.9,0.57,False,,False,google_places,ChIJ-bLnr1_1XIYRc85roJiXl8U
ChIJnclYUHX1XIYRjDiJ6vLPEPs,Charlotte Tilbury,"255 E Basse Rd Ste 1010, San Antonio, TX 78209, USA",+1 210-824-5031,https://stores.charlottetilbury.com/us/tx/san-antonio/255-e-basse-road-ste-1010-san-antonio-tx-78209?y_source=1_MTAyOTUwMzE1OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"skin_care_clinic,makeup_artist,beauty_salon,clothing_store,health,store,point_of_interest,establishment",0,0,,unknown,29.496781400000003,-98.4818639,ChIJ-bLnr1_1XIYRc85roJiXl8U,Tesla Supercharger,29.497154,-98.482113,47.9,0.57,False,,False,google_places,ChIJ-bLnr1_1XIYRc85roJiXl8U
ChIJqx6qJU9DXIYRqZX0Ez7khSc,Bundteas,"7010 W Loop 1604 N STE 210, San Antonio, TX 78250, USA",+1 210-664-3899,https://www.bundteas.com/,"tea_house,dessert_shop,bakery,confectionery,food_store,store,wholesaler,point_of_interest,food,establishment",4.2,94,,unknown,29.5032905,-98.69933870000001,ChIJp9If44FCXIYRewk-muEG9vw,Tesla Supercharger,29.503735000000002,-98.699356,49.5,0.59,False,,False,google_places,ChIJp9If44FCXIYRewk-muEG9vw
ChIJk1WsfiPKRIYRgQahEgoq4Go,Shanghai Chinese Restaurant,"6718 Middle Fiskville Rd, Austin, TX 78752, USA",+1 512-458-8088,https://www.dimsumshanghai.com/,"asian_restaurant,chinese_restaurant,restaurant,food,point_of_interest,establishment",3.9,911,PRICE_LEVEL_MODERATE,no,30.3293008,-97.7067817,ChIJj7rigCPKRIYRv72j6K8r-8Q,Tesla Supercharger,30.329275,-97.70625899999999,50.2,0.6,False,,False,google_places,ChIJj7rigCPKRIYRv72j6K8r-8Q
ChIJLzntlpxLW4YRs6ezau06fCw,The Waxing Studio,"3601 W William Cannon Dr suite 125, Austin, TX 78749, USA",+1 512-775-2169,http://www.thewaxingstudio.com/,"hair_care,beauty_salon,point_of_interest,establishment",4.7,145,PRICE_LEVEL_MODERATE,yes,30.2148074,-97.8329723,ChIJkZU1wJxLW4YRHD-kSo8J6xQ,Firestone Complete Auto Care,30.2145032,-97.8325885,50.0,0.6,False,,False,google_places,ChIJkZU1wJxLW4YRHD-kSo8J6xQ
ChIJIw0kMmxxXIYRQ9pOMbPcb_w,Tacos Losoya,"8 Cascade Cavern, Boerne, TX 78015, USA",+1 210-294-2769,,"restaurant,food,point_of_interest,establishment",4.3,121,PRICE_LEVEL_INEXPENSIVE,no,29.756938899999998,-98.70397179999999,ChIJcapIYwBxXIYReO4ToLvBATY,ZEF Charging Station,29.757334399999998,-98.7037148,50.5,0.6,False,,False,google_places,ChIJcapIYwBxXIYReO4ToLvBATY
ChIJ3XksoyrRRIYRQBdc1CHleSQ,Floyd's 99 Barbershop,"110 N Interstate Hwy 35, Round Rock, TX 78681, USA",+1 512-337-8680,https://www.floydsbarbershop.com/round-rock/,"barber_shop,hair_salon,beauty_salon,hair_care,point_of_interest,health,establishment",4.5,94,,yes,30.5094012,-97.6881679,ChIJ_XF_mCrRRIYR8Tj_yyNpJMw,Tesla Supercharger,30.509680999999997,-97.687755,50.3,0.6,False,,False,google_places,ChIJ_XF_mCrRRIYR8Tj_yyNpJMw
ChIJo3XYi-QsW4YRmYifopMFgVA,Baskin-Robbins,"1335 E Whitestone Blvd, Cedar Park, TX 78613, USA",+1 512-986-7593,https://locations.baskinrobbins.com/tx/cedar-park/1335-e-whitestone-blvd?utm_source=google&utm_medium=organic&utm_campaign=Yext,"ice_cream_shop,dessert_shop,confectionery,bakery,food_store,wholesaler,point_of_interest,food,store,establishment",3.9,184,PRICE_LEVEL_INEXPENSIVE,yes,30.5296109,-97.8154253,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,50.5,0.6,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJ7See-2D1XIYRUAxbdp2BZL0,Woodhouse Spa - San Antonio - Quarry,"255 E Basse Rd, San Antonio, TX 78209, USA",+1 210-822-8800,http://sanantonioquarry.woodhousespas.com/?utm_source=google&utm_medium=yext,"nail_salon,hair_care,beauty_salon,massage,spa,point_of_interest,establishment",4.6,638,,yes,29.4974781,-98.48173849999999,ChIJ-bLnr1_1XIYRc85roJiXl8U,Tesla Supercharger,29.497154,-98.482113,51.1,0.61,False,,False,google_places,ChIJ-bLnr1_1XIYRc85roJiXl8U
ChIJY3Bi8M3bRIYRraqCkxcZ9as,Revere Salon at Salon Lofts,"1513 Stone Hill Dr suite 100 Loft #9, Pflugerville, TX 78660, USA",+1 512-620-5522,https://salonlofts.com/angelica_stephens,"beauty_salon,barber_shop,hair_care,point_of_interest,health,establishment",5,19,,yes,30.4697173,-97.5977671,ChIJebSn-ELFRIYRt5yPUCmHwU0,Shell Recharge Charging Station,30.470173,-97.597877,51.75461548235347,0.6161263747899224,False,,False,google_places,"ChIJebSn-ELFRIYRt5yPUCmHwU0,ChIJ3Xzcd0TFRIYRE_5xQf5EaDQ,ChIJL0vix2nFRIYRDmgTx2YzkBQ"
ChIJjxUl3M_FRIYR7-P7YLGvK6w,Hair Craftsman,"1513 Stone Hill Dr Suite 100 / Loft 17, Pflugerville, TX 78660, USA",+1 512-947-0377,https://www.haircraftsman.net/team-1,"hair_salon,hair_care,point_of_interest,establishment",5,12,,yes,30.4697173,-97.5977671,ChIJebSn-ELFRIYRt5yPUCmHwU0,Shell Recharge Charging Station,30.470173,-97.597877,51.75461548235347,0.6161263747899224,False,,False,google_places,"ChIJebSn-ELFRIYRt5yPUCmHwU0,ChIJ3Xzcd0TFRIYRE_5xQf5EaDQ,ChIJL0vix2nFRIYRDmgTx2YzkBQ"
ChIJ33d9Zl3FRIYRlQ5sTUs6L5A,Nothing Bundt Cakes,"18616 Limestone Commercial Dr, Pflugerville, TX 78660, USA",+1 512-717-0170,https://www.nothingbundtcakes.com/find-a-bakery/tx/pflugerville/bakery-346.html?utm_source=gbplisting&utm_medium=organic&utm_campaign=346_website_link,"bakery,dessert_shop,confectionery,food_store,wholesaler,food,store,point_of_interest,establishment",4.9,980,PRICE_LEVEL_MODERATE,yes,30.465997099999996,-97.5974689,ChIJL0vix2nFRIYRDmgTx2YzkBQ,EVgo Charging Station,30.466390500000003,-97.5971805,51.7,0.62,False,,False,google_places,"ChIJebSn-ELFRIYRt5yPUCmHwU0,ChIJL0vix2nFRIYRDmgTx2YzkBQ"
ChIJ0YbnguQsW4YRPvZnXRuHKWA,Takara Sushi & Asian Bistro,"1335 E Whitestone Blvd T140, Cedar Park, TX 78613, USA",+1 512-528-5449,https://takaraaustin.com/,"sushi_restaurant,fine_dining_restaurant,asian_restaurant,bar,japanese_restaurant,restaurant,food,point_of_interest,establishment",4.4,989,PRICE_LEVEL_MODERATE,yes,30.5297766,-97.8147766,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530031999999995,-97.815229,51.8,0.62,False,,False,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJtQHMvV3FRIYRkVzNzs-X1Vg,The Kebab Shop,"18616 Limestone Commercial Dr #300, Pflugerville, TX 78660, USA",+1 512-900-2560,http://www.thekebabshop.com/,"mediterranean_restaurant,restaurant,point_of_interest,food,establishment",4.5,811,PRICE_LEVEL_INEXPENSIVE,yes,30.465997099999996,-97.5974689,ChIJL0vix2nFRIYRDmgTx2YzkBQ,EVgo Charging Station,30.466390500000003,-97.5971805,51.7,0.62,False,,False,google_places,ChIJL0vix2nFRIYRDmgTx2YzkBQ
ChIJV1yrf4fLRIYRXQUXKn49aJI,Go go wok,"6718 Middle Fiskville Rd Suite A, Austin, TX 78752, USA",+1 737-837-2329,,"restaurant,food,point_of_interest,establishment",0,0,,unknown,30.329319800000004,-97.7067983,ChIJj7rigCPKRIYRv72j6K8r-8Q,Tesla Supercharger,30.329275,-97.70625899999999,52.0,0.62,False,,False,google_places,ChIJj7rigCPKRIYRv72j6K8r-8Q
ChIJ3YPsxvPBW4YR3rpoMIg4f4U,Revive Organics,"Revive Organics, 102 E Ufer St, Fredericksburg, TX 78624, USA",+1 830-307-3142,http://reviveorganicstx.com/,"juice_shop,acai_shop,brazilian_restaurant,coffee_shop,cafe,grocery_store,restaurant,point_of_interest,food_store,store,food,establishment",4.9,112,PRICE_LEVEL_MODERATE,yes,30.2718893,-98.8749639,ChIJVVey5lXAW4YR-Yhms36i-So,Shell Recharge Charging Station,30.271556,-98.875348,52.28892419417673,0.6224871927878183,False,,False,google_places,ChIJVVey5lXAW4YR-Yhms36i-So
ChIJn-pEl3JARYYRPDx6s_qGkmo,Miller's Smokehouse,"300 E Central Ave, Belton, TX 76513, USA",+1 254-939-5500,http://www.millerssmokehouse.com/,"barbecue_restaurant,coffee_shop,cafe,bakery,breakfast_restaurant,food_store,restaurant,store,food,point_of_interest,establishment",4.7,3267,PRICE_LEVEL_MODERATE,yes,31.056148,-97.461608,ChIJsaqa6XJARYYR2AdB408IMhs,FLO Charging Station,31.056513,-97.461252,52.888636959714326,0.6296266304727897,False,,False,google_places,"ChIJsaqa6XJARYYR2AdB408IMhs,ChIJlbEEXQBBRYYRHhk3u7iI5FI"
ChIJjduTQYVrRYYRkdH_tm-etnU,The Meltdown,"1420 SW H K Dodgen Loop, Temple, TX 76504, USA",+1 254-598-2658,https://themeltdown.com/?utm_source=G&utm_medium=organic&utm_campaign=DAC,"sandwich_shop,restaurant,point_of_interest,food,establishment",4.3,3,PRICE_LEVEL_MODERATE,yes,31.075104,-97.37064900000001,ChIJveI8NQBrRYYRBffgc0r6twU,Universal Charging Station,31.075019500000003,-97.37010610000002,52.6,0.63,False,,False,google_places,ChIJveI8NQBrRYYRBffgc0r6twU
ChIJ1VhtFN1LW4YRM0P7v--cfWc,CAVA,"701 S Capital of Texas Hwy Suite G750, West Lake Hills, TX 78746, USA",+1 737-910-4672,http://cava.com/,"mediterranean_restaurant,restaurant,food,point_of_interest,establishment",4.5,467,PRICE_LEVEL_MODERATE,yes,30.290048100000003,-97.8269902,ChIJJ6_0bN1LW4YRg8l9RLePwz8,Tesla Supercharger,30.289800000000003,-97.827474,54.0,0.64,False,,False,google_places,ChIJJ6_0bN1LW4YRg8l9RLePwz8
ChIJ41vz7W_RRIYRQKF01ATsNSw,Relax & Wax Authentic Brazilian Wax & Sugaring,"110 N Interstate Hwy 35 Suite 130, Round Rock, TX 78681, USA",+1 512-770-1000,http://www.relaxandwax.com/,"hair_care,beauty_salon,point_of_interest,establishment",5,79,,yes,30.509494199999995,-97.68827019999999,ChIJ_XF_mCrRRIYR8Tj_yyNpJMw,Tesla Supercharger,30.509680999999997,-97.687755,53.5,0.64,False,,False,google_places,ChIJ_XF_mCrRRIYR8Tj_yyNpJMw
ChIJeUlR7FXAW4YRViwFbTxOAX8,Looking Good,"404 S Adams St, Fredericksburg, TX 78624, USA",+1 830-997-7282,,"beauty_salon,barber_shop,hair_care,point_of_interest,health,establishment",4.9,10,,yes,30.271515899999997,-98.8759063,ChIJVVey5lXAW4YR-Yhms36i-So,Shell Recharge Charging Station,30.271556,-98.875348,53.8,0.64,False,,False,google_places,ChIJVVey5lXAW4YR-Yhms36i-So
ChIJMyvzTbm1RIYRzmxb8SWn7Tk,Sips & Sweets,"1701 S Congress Ave, Austin, TX 78704, USA",+1 512-795-4967,https://www.kendrascott.com/stores/directory/store?StoreID=265154,"cafe,coffee_shop,dessert_shop,confectionery,bakery,food_store,point_of_interest,food,store,establishment",4.2,17,,yes,30.246791299999998,-97.7503494,ChIJ2_MNyg-1RIYRkTEKVh9-5x0,Tesla Supercharger,30.2471801,-97.7500043,54.47873371912973,0.6485563537991634,False,,False,google_places,ChIJ2_MNyg-1RIYRkTEKVh9-5x0
ChIJbxWDfbDFRIYRR0_wAvtdPfk,Instant Beauty Skin Studio,"1513 Stone Hill Dr #14, Pflugerville, TX 78660, USA",+1 512-571-1294,,"spa,health,point_of_interest,establishment",4.3,97,,yes,30.469714000000003,-97.5976519,ChIJebSn-ELFRIYRt5yPUCmHwU0,Shell Recharge Charging Station,30.470173,-97.597877,55.410552978650585,0.6596494402220309,False,,False,google_places,"ChIJebSn-ELFRIYRt5yPUCmHwU0,ChIJ3Xzcd0TFRIYRE_5xQf5EaDQ,ChIJL0vix2nFRIYRDmgTx2YzkBQ"
ChIJe3K_CZ3FRIYRqoHYlmA2c8E,Dawn Nelson at The Salons at Stone Hill (Salon Lofts),"1513, 100 Stone Hill Dr Room29, Pflugerville, TX 78660, USA",+1 248-982-5272,http://www.dawnnelson.as.me/,"hair_salon,hair_care,point_of_interest,establishment",5,5,,no,30.469714000000003,-97.5976519,ChIJebSn-ELFRIYRt5yPUCmHwU0,Shell Recharge Charging Station,30.470173,-97.597877,55.410552978650585,0.6596494402220309,False,,False,google_places,"ChIJebSn-ELFRIYRt5yPUCmHwU0,ChIJ3Xzcd0TFRIYRE_5xQf5EaDQ,ChIJL0vix2nFRIYRDmgTx2YzkBQ"
ChIJmzamWULFRIYRNOXIC0ZDiJ0,The Color Room Salon,"1513 Stone Hill Dr rm 30, Pflugerville, TX 78660, USA",+1 512-759-8998,,"hair_salon,hair_care,point_of_interest,establishment",4.3,6,,yes,30.469714000000003,-97.5976519,ChIJebSn-ELFRIYRt5yPUCmHwU0,Shell Recharge Charging Station,30.470173,-97.597877,55.410552978650585,0.6596494402220309,False,,False,google_places,"ChIJebSn-ELFRIYRt5yPUCmHwU0,ChIJ3Xzcd0TFRIYRE_5xQf5EaDQ,ChIJL0vix2nFRIYRDmgTx2YzkBQ"
ChIJg3sV3TbFRIYRqPFUZAQTgrM,Francespa,"1513 Stone Hill Drive #100 Suite 13, Pflugerville, TX 78660, USA",+1 737-202-9033,,"spa,hair_care,beauty_salon,point_of_interest,establishment",0,0,,unknown,30.469714000000003,-97.5976519,ChIJebSn-ELFRIYRt5yPUCmHwU0,Shell Recharge Charging Station,30.470173,-97.597877,55.410552978650585,0.6596494402220309,False,,False,google_places,"ChIJebSn-ELFRIYRt5yPUCmHwU0,ChIJ3Xzcd0TFRIYRE_5xQf5EaDQ,ChIJL0vix2nFRIYRDmgTx2YzkBQ"
ChIJU2uIevLFRIYRDPgQ9BaRijw,Hair By Billie Jean,"1513 Stone Hill Dr 100 suite 13, Pflugerville, TX 78660, USA",+1 512-750-4283,,"hair_salon,hair_care,point_of_interest,establishment",0,0,,unknown,30.469714000000003,-97.5976519,ChIJebSn-ELFRIYRt5yPUCmHwU0,Shell Recharge Charging Station,30.470173,-97.597877,55.410552978650585,0.6596494402220309,False,,False,google_places,"ChIJebSn-ELFRIYRt5yPUCmHwU0,ChIJ3Xzcd0TFRIYRE_5xQf5EaDQ,ChIJL0vix2nFRIYRDmgTx2YzkBQ"
ChIJe2UAVxFhXIYR5ba9-9RANvA,BROWZ SALON,"7400 San Pedro Avenue, 1105 North Star Mall, San Antonio, TX 78216, USA",+1 210-392-0126,https://www.instagram.com/browzsalonsanantonio?igsh=MXM2MmlreTkzN2Z6aA%3D%3D&utm_source=qr,"beautician,beauty_salon,body_art_service,hair_care,point_of_interest,establishment",4.8,276,,yes,29.5181851,-98.49560269999999,ChIJUe4mdghgXIYRrRI94IU_jsk,Shell Recharge Charging Station,29.5185985,-98.49527649999999,55.8,0.66,False,,False,google_places,ChIJUe4mdghgXIYRrRI94IU_jsk
ChIJVQ8nJMZhXIYRMhlIdEkOeBA,Novo Brazil Brewing - San Antonio,"7400 San Pedro Ave Ste 1635, San Antonio, TX 78216, USA",+1 210-816-6650,https://www.novobrew.com/,"bar,point_of_interest,establishment",4.6,82,,yes,29.5181851,-98.49560269999999,ChIJUe4mdghgXIYRrRI94IU_jsk,Shell Recharge Charging Station,29.5185985,-98.49527649999999,55.8,0.66,False,,False,google_places,ChIJUe4mdghgXIYRrRI94IU_jsk
ChIJMVGBmgGvRYYR7YXkUGeRpz0,Clem Mikeska's BBQ,"1005 E 1st St, Cameron, TX 76520, USA",+1 254-455-0618,http://www.clembbq.com/,"barbecue_restaurant,restaurant,point_of_interest,food,establishment",3.5,259,,yes,30.847817900000003,-96.96788370000002,ChIJgSDUhgGvRYYR7vLK9YBZiSg,Universal Charging Station,30.848308599999996,-96.9677842,55.4,0.66,False,,False,google_places,ChIJgSDUhgGvRYYR7vLK9YBZiSg
ChIJs0QGV9JhXIYRhbJyWjALepQ,Pure Spa,"7400 San Pedro Ave suite 1130, San Antonio, TX 78216, USA",+1 615-988-8888,https://puremodernspa.com/,"spa,massage,point_of_interest,establishment",4.5,20,,yes,29.5181851,-98.49560269999999,ChIJUe4mdghgXIYRrRI94IU_jsk,Shell Recharge Charging Station,29.5185985,-98.49527649999999,55.8,0.66,False,,False,google_places,ChIJUe4mdghgXIYRrRI94IU_jsk
ChIJ5-R59i1rRYYRQxgeVp5fPfc,The Burger Den,"1420 SW H K Dodgen Loop, Temple, TX 76504, USA",+1 254-598-2658,https://www.theburgerden.com/?utm_source=G&utm_medium=organic&utm_campaign=DAC,"restaurant,point_of_interest,food,establishment",3.6,23,PRICE_LEVEL_MODERATE,yes,31.075114099999997,-97.3706749,ChIJveI8NQBrRYYRBffgc0r6twU,Universal Charging Station,31.075019500000003,-97.37010610000002,55.2,0.66,False,,False,google_places,ChIJveI8NQBrRYYRBffgc0r6twU
ChIJm9HyQBu1RIYRjNu0JZnNP-U,Pinthouse Brewing,"2201 E Ben White Blvd, Austin, TX 78741, USA",+1 512-717-0873,https://pinthouse.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,"pub,bar,restaurant,food,point_of_interest,establishment",4.7,1747,PRICE_LEVEL_MODERATE,yes,30.215380800000002,-97.7423669,ChIJdbvdZIe0RIYRF3wQlpJgjdY,Tesla Supercharger,30.214916000000002,-97.74215099999999,55.69153659069189,0.6629944832225225,False,,False,google_places,ChIJdbvdZIe0RIYRF3wQlpJgjdY
ChIJRal8MQDbRIYRY4v1GU45xL0,Cottonwood Creek Brewery,"610 US-79, Hutto, TX 78634, USA",+1 737-391-9024,https://www.cottonwoodcreekbrewery.com/,"bar_and_grill,steak_house,bar,restaurant,point_of_interest,food,establishment",4.2,295,,yes,30.5421363,-97.55934309999999,ChIJgRL09ajbRIYRCDd-410XklQ,Firestone Complete Auto Care,30.541699299999998,-97.55904710000002,56.25622163569233,0.6697169242344325,False,,False,google_places,"ChIJgRL09ajbRIYRCDd-410XklQ,ChIJ_0qtiqjbRIYRoLvBVhC3CSw"
ChIJgeY3RvSDXIYRLJ9QXGk9qlY,Popcorn Friday,"213 E Central Ave, Belton, TX 76513, USA",+1 254-831-3032,http://www.popcornfriday.com/,"ice_cream_shop,gift_shop,coffee_shop,cafe,dessert_shop,confectionery,bakery,food_store,store,food,point_of_interest,establishment",4.7,123,,yes,31.0559061,-97.4624214,ChIJlbEEXQBBRYYRHhk3u7iI5FI,FLO Charging Station,31.055705599999996,-97.4618709,56.98144476158019,0.6783505328759547,False,,False,google_places,"ChIJlbEEXQBBRYYRHhk3u7iI5FI,ChIJsaqa6XJARYYR2AdB408IMhs"
ChIJEU9CXNq1RIYRWTv3dLfnxPU,Maie Day,"1603 S Congress Ave, Austin, TX 78704, USA",+1 512-524-2235,https://www.maieday.com/,"steak_house,brunch_restaurant,bar_and_grill,bar,restaurant,point_of_interest,food,establishment",4.3,397,,no,30.247684399999994,-97.7501144,ChIJ2_MNyg-1RIYRkTEKVh9-5x0,Tesla Supercharger,30.2471801,-97.7500043,57.06418652146456,0.6793355538269592,False,,False,google_places,ChIJ2_MNyg-1RIYRkTEKVh9-5x0
ChIJfyG_PvWTXIYRXuYeSOV3V5g,TAQUITOS TEPA,"PARKING LOT OF HEB PLUS! Across Curbside, 17460 I-35 N, Schertz, TX 78154, USA",+1 210-550-8008,,"mexican_restaurant,restaurant,point_of_interest,food,establishment",4.9,1342,PRICE_LEVEL_INEXPENSIVE,yes,29.598046500000002,-98.27570779999999,ChIJQ5WhZA2TXIYRsf57Q6H-Qho,Tesla Supercharger,29.5984763,-98.27603839999999,57.5,0.68,False,,False,google_places,ChIJQ5WhZA2TXIYRsf57Q6H-Qho
ChIJk_zr39zkQoYR8m4vqr_8FI0,Bush's Chicken - Cuero,"601 E Broadway St, Cuero, TX 77954, USA",+1 361-524-5295,http://bushschicken.com/,"fast_food_restaurant,restaurant,food,point_of_interest,establishment",4.1,297,PRICE_LEVEL_INEXPENSIVE,yes,29.091126299999996,-97.28410439999999,ChIJVVXZOt3kQoYR6_CNY9plmKg,EV Connect Charging Station,29.091254799999994,-97.28468679999999,58.4,0.69,False,,False,google_places,"ChIJVVXZOt3kQoYR6_CNY9plmKg,ChIJYwHcOt3kQoYRkdafMfFbgkY"
ChIJwzyqU3JARYYRAgsUeUAW0eg,Reagan's,"218 Water St, Belton, TX 76513, USA",+1 254-458-8202,http://facebook.com/ReagansBB,"hair_salon,beauty_salon,barber_shop,hair_care,health,point_of_interest,establishment",5,44,,yes,31.0553544,-97.4623172,ChIJlbEEXQBBRYYRHhk3u7iI5FI,FLO Charging Station,31.055705599999996,-97.4618709,57.7,0.69,False,,False,google_places,"ChIJlbEEXQBBRYYRHhk3u7iI5FI,ChIJsaqa6XJARYYR2AdB408IMhs"
ChIJqX3ZU5vRRIYRsoH9EenxfV8,Cold Stone Creamery,"110 I-35 #135, Round Rock, TX 78681, USA",+1 512-428-4205,https://www.coldstonecreamery.com/stores/23763?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb&utm_id=gmb,"ice_cream_shop,dessert_restaurant,bakery,dessert_shop,confectionery,food_store,wholesaler,store,restaurant,point_of_interest,food,establishment",4.7,490,PRICE_LEVEL_MODERATE,yes,30.5094339,-97.6882961,ChIJ_XF_mCrRRIYR8Tj_yyNpJMw,Tesla Supercharger,30.509680999999997,-97.687755,58.66876658487342,0.6984376974389693,False,,False,google_places,ChIJ_XF_mCrRRIYR8Tj_yyNpJMw
ChIJ8SRhMejFRIYR8ADGd4MoqP0,Salon Lofts Stone Hill Center,"1513 Stone Hill Dr, Pflugerville, TX 78660, USA",+1 888-295-6073,https://salonlofts.com/salons/stone_hill_center?utm_source=apple_maps&utm_medium=organic&utm_campaign=yext,"beauty_salon,nail_salon,hair_salon,skin_care_clinic,barber_shop,hair_care,body_art_service,massage,health,point_of_interest,establishment",2.6,5,,yes,30.4696744,-97.5976591,ChIJebSn-ELFRIYRt5yPUCmHwU0,Shell Recharge Charging Station,30.470173,-97.597877,59.24440620201803,0.7052905500240242,False,,False,google_places,"ChIJebSn-ELFRIYRt5yPUCmHwU0,ChIJ3Xzcd0TFRIYRE_5xQf5EaDQ,ChIJL0vix2nFRIYRDmgTx2YzkBQ"
ChIJGUHKsT9BRYYRl6DzI87VUb0,Wrapin' Poke,"Back part of Narunya's, 316 E Central Ave Suite B, Belton, TX 76513, USA",+1 254-780-7822,https://www.wrapinpoke.com/,"american_restaurant,restaurant,food,point_of_interest,establishment",1,1,,yes,31.056027299999997,-97.46097019999999,ChIJsaqa6XJARYYR2AdB408IMhs,FLO Charging Station,31.056513,-97.461252,60.31049970093134,0.7179821392968017,False,,False,google_places,"ChIJsaqa6XJARYYR2AdB408IMhs,ChIJlbEEXQBBRYYRHhk3u7iI5FI"
ChIJkekR0Z5WW4YRoewOIef3bNo,MOD Pizza,"151 Evans Dr #105, Kyle, TX 78640, USA",+1 512-268-0319,https://locations.modpizza.com/usa/tx/kyle/151-evans-dr?utm_source=google&utm_medium=yext,"pizza_restaurant,restaurant,food,point_of_interest,establishment",4.5,988,PRICE_LEVEL_INEXPENSIVE,yes,30.012731199999998,-97.86215179999999,ChIJd749_h9VW4YRo2JVbrw88f8,Tesla Supercharger,30.013033999999998,-97.8626748,60.6,0.72,False,,False,google_places,ChIJd749_h9VW4YRo2JVbrw88f8
